AccountAge,MonthlyCharges,TotalCharges,SubscriptionType,DeviceRegistered,ViewingHoursPerWeek,ContentDownloadsPerMonth,UserRating,SupportTicketsPerMonth,WatchlistSize
84,16.238234438463735,1364.0116928309535,0,3,34.15857913660647,24,4.959768611401097,9,19
13,14.810436040760752,192.5356685298898,2,3,3.7434099762515687,43,2.1322169020821935,0,1
89,7.399580978625219,658.5627070976444,1,3,39.83623803749868,13,1.8177330772665143,3,6
116,7.037047739303326,816.2975377591858,1,3,6.25962268453956,23,4.986573634366543,5,15
15,8.177466344196716,122.66199516295076,0,1,18.328390905928597,42,1.8051871698356727,7,8
62,12.46335890979646,772.7282524073805,0,3,21.51772181652457,47,2.91539114631649,6,0
111,12.373686919987623,1373.4792481186264,0,3,24.497895156030932,17,4.652510452954159,7,13
63,17.443770655083966,1098.95755127029,1,3,31.169203888796265,22,2.69811355456759,7,2
57,19.659602063804577,1120.597317636861,0,0,32.40535605581005,8,1.8940066872274943,2,19
78,9.48343150187578,739.7076571463109,0,3,31.40149474959825,23,1.9228564662337704,0,1
117,8.602857401927679,1006.5343160255384,1,0,1.2112642478302251,22,2.1521518195548377,8,19
64,6.1741699011429745,395.1468736731504,0,2,3.629533698638371,13,1.3430400309394075,0,3
114,15.836433199189308,1805.3533847075812,0,1,27.697149289083885,14,2.341067631708391,3,12
27,17.4752874932718,471.8327623183386,2,3,19.10134826541617,24,3.98737978728342,1,10
33,7.720981911401157,254.7924030762382,1,1,39.27616072825672,2,1.1307157889111452,2,13
8,6.451311522922214,51.610492183377715,0,2,19.16357005753134,22,4.635642363302836,6,19
11,8.655803488254566,95.21383837080025,1,3,24.733391868387265,46,3.65838667892207,4,21
60,16.505080784034366,990.304847042062,1,0,21.80175324991138,0,1.4905811785668672,3,21
22,13.38257173362732,294.41657813980106,2,2,27.917177436385742,25,2.0309207550031725,4,3
102,15.006397353801454,1530.6525300877483,0,0,30.387133846322,13,2.361316109870695,5,21
105,9.043024388209757,949.5175607620243,0,2,13.058535248870944,30,4.566192581248707,6,8
28,14.166578186810268,396.6641892306875,1,0,19.595891319128754,35,3.29798210577326,8,8
113,7.0067695646825,791.7649608091225,2,1,4.37515052563909,13,3.4624547097105425,8,19
87,14.746812097926329,1282.9726525195904,0,3,34.18100237083444,32,3.538593011739406,2,18
114,6.017144307497095,685.9544510546689,0,2,17.620200805500833,26,1.3705438421756702,8,8
24,9.940465853718983,238.5711804892556,1,0,19.607746395704027,36,1.4415798811687228,3,11
20,6.768681933420087,135.37363866840172,1,2,37.33658066342437,48,4.2366718888804655,9,11
70,17.354013267350282,1214.78092871452,2,2,17.28625861845554,9,4.3617119305025,3,18
42,15.52304387258489,651.9678426485654,0,3,17.6094295023375,13,4.892676890529312,0,18
97,19.24677797234107,1866.937463317084,2,3,1.3035445231448082,27,1.21104948328794,9,7
16,15.480488442693186,247.68781508309095,1,3,33.67736613325405,47,2.129396574135064,2,16
85,19.853855714941545,1687.5777357700313,2,0,9.792987190177978,39,2.466585953106555,5,23
76,15.44251170000473,1173.6308892003594,2,0,36.22389679837602,20,3.436522052709828,9,19
54,17.979621748122284,970.8995743986034,0,2,10.131047381104572,40,2.651853545604292,1,7
79,18.039374562176484,1425.1105904119422,0,0,13.847029167558272,40,2.171596414052575,8,12
46,16.277091953365513,748.7462298548136,2,0,8.117427000383735,31,3.4075899135294696,3,24
90,10.36495602857698,932.8460425719284,2,2,29.082047524697987,12,4.810128012947189,0,5
9,11.622348418544972,104.60113576690476,1,3,8.653390906707436,24,1.399801592835261,7,19
55,16.503666126407083,907.7016369523895,1,1,7.717514523650572,30,3.8127780063585344,3,24
77,19.584273963241387,1507.9890951695868,0,3,3.849868465648991,3,1.918904198380762,6,5
52,16.609627922656653,863.700651978146,1,3,29.296213351043644,4,4.723042596554611,9,10
10,10.545074733993165,105.45074733993162,1,3,15.345477968760605,2,1.9296068476400832,1,3
99,10.461134803478537,1035.652345544375,0,1,21.605731105723716,49,2.7542537309779114,2,13
90,13.617736101145924,1225.596249103133,1,3,19.528606239459695,10,3.7403925671416447,5,9
107,17.566379014255975,1879.6025545253897,0,2,5.99844229931011,26,3.0259003036497165,6,22
71,12.57973873789907,893.161450390834,1,2,33.44117268297671,10,2.962579503100556,8,20
82,14.71008484935232,1206.2269576468902,2,1,18.809335750022353,42,3.546798237420692,8,15
62,5.399368935515836,334.76087400198185,0,0,26.744584328999117,40,3.916093464183926,5,9
6,18.728725993147822,112.37235595888696,0,1,17.745576543075394,5,1.4776918986919458,4,7
104,7.857609526709824,817.1913907778218,1,0,20.723309342086132,37,1.903175888750039,6,18
37,9.30895515996287,344.43134091862623,0,3,23.404502782118225,30,1.559552058166505,3,20
55,6.630638598270415,364.6851229048728,0,1,8.183989395829077,21,1.7977432997765002,4,16
14,19.379813943839903,271.3173952137587,1,1,10.77460822223648,42,4.166473489547053,9,7
101,9.568210979416689,966.3893089210852,0,1,26.872141180779835,30,4.8906643570016985,9,10
30,9.151671325585005,274.55013976755015,1,0,35.46703602092192,21,1.6999546759339816,8,3
37,19.94631844753076,738.0137825586381,2,2,14.970861097719668,45,2.0086843102746403,6,23
49,9.17340220167937,449.4967078822891,0,1,21.76182417035256,36,4.636783505217484,1,3
75,11.450071258014738,858.7553443511054,2,1,1.434482665238309,47,2.4637204735526343,8,21
74,14.056421587460308,1040.1751974720628,2,1,2.9165089065883003,29,3.4468014770495863,2,11
112,14.986945278550284,1678.537871197632,1,0,5.306766263081531,48,4.9360674148065105,8,8
27,5.365631432282847,144.8720486716369,0,1,3.8559994217808216,37,3.057462157379158,1,1
82,9.338875256039325,765.7877709952246,1,3,29.783142070938005,22,2.6640091824191705,3,12
45,18.51943603089383,833.3746213902223,1,0,25.07038796175069,14,3.883595451712859,0,7
27,14.70340294065033,396.9918793975589,1,1,28.871009972695873,31,2.9259251984720795,9,6
82,16.06633338881199,1317.4393378825832,1,0,12.417471995021822,24,1.186773513262385,8,4
118,6.413880097207658,756.8378514705037,2,2,4.695285596567119,0,1.6246299673656597,7,12
112,18.961166658967493,2123.650665804359,2,1,34.09483942153361,23,1.0729638003014648,0,14
37,8.703838221209224,322.04201418474133,1,2,25.12404360628734,1,3.229379932961551,8,16
4,5.002408088900396,20.009632355601585,0,0,11.57666290781227,13,1.4747249003260183,3,21
94,17.544487389112106,1649.181814576538,1,1,16.02532177382899,14,1.259081087152866,9,12
11,13.980770338504332,153.78847372354764,0,1,7.456615966295221,32,2.3554909549380163,1,15
72,12.853845237387628,925.4768570919092,1,2,20.700734280207456,17,2.3244648909768393,2,6
107,16.983809572260604,1817.2676242318848,2,2,24.418536752902835,18,3.602606016974445,5,7
58,9.36008952506008,542.8851924534846,0,0,27.258118610903356,30,2.53015333719791,6,1
72,11.740184999961803,845.2933199972498,0,2,39.64179415968178,37,1.9693685951899849,8,19
105,9.550949865946963,1002.8497359244312,1,2,14.666806209921594,45,4.666112933007778,2,15
89,18.232297246085885,1622.6744549016437,2,1,29.340263188923288,33,2.5986883370144116,3,6
72,10.174425631851776,732.5586454933278,0,2,24.74960729699295,19,2.8216326459424135,9,14
61,19.77841022926196,1206.4830239849794,0,3,28.96033383396318,21,4.59392636956047,4,20
39,10.073439036657112,392.8641224296274,0,1,29.903661491022817,31,3.0653976916548764,2,22
52,16.22081830527055,843.4825518740687,1,0,17.791126056914283,18,1.5314851383398027,3,18
6,15.368309901403018,92.20985940841813,2,1,24.36637648473198,26,2.9378774104327743,8,14
13,19.594182040266784,254.72436652346815,2,0,8.964671738524622,45,3.5282556358258024,3,7
23,11.305943535620004,260.03670131926003,1,2,7.707826407689443,0,2.586331841315616,4,18
57,14.85121648368643,846.5193395701266,1,0,34.54307112964742,41,4.995477756079038,2,16
111,8.447643096610268,937.6883837237395,1,1,6.7217899587983645,47,2.459443900429444,6,11
99,12.08963665536488,1196.874028881123,1,2,31.33496592418826,10,4.239325734112376,0,10
26,6.433241675017111,167.2642835504449,0,2,31.341919789686543,33,4.477525552203364,6,12
17,11.123597140471562,189.10115138801655,1,2,12.649237357304772,12,2.1883357169753723,7,18
113,5.099860519057265,576.284238653471,0,3,3.8680736841031513,28,4.467454700671549,6,10
7,8.157058774284813,57.09941141999369,2,0,27.544779631309183,40,2.010808104900559,7,13
106,9.410842548479357,997.5493101388116,0,2,20.407649190078132,9,3.813978875125175,1,10
106,10.966731176353088,1162.4735046934272,1,3,14.376231121283178,22,1.68899138337976,6,5
110,6.7217208605704135,739.3892946627454,0,0,17.303582477466563,11,4.03096931345088,3,0
43,11.848032518033987,509.46539827546144,0,3,1.5084486463691178,43,3.912044618919604,2,2
49,19.480375892009057,954.5384187084436,2,1,23.73086674224381,28,3.806421770410606,7,3
54,10.39634911611192,561.4028522700437,1,1,6.678584865315072,20,2.8251117159061474,8,21
87,5.55361206541829,483.1642496913912,2,3,28.664032766938476,13,3.6246186438550554,4,4
104,12.62727428260788,1313.2365253912196,0,3,25.66867688739989,12,4.725526702489879,8,21
63,7.42759536836741,467.9385082071468,2,3,6.292750176643608,10,3.319591271319726,4,13
33,16.797772662715047,554.3264978695966,0,1,37.81824002052701,0,4.120388411840726,8,12
111,18.620391533145735,2066.8634601791764,2,0,32.83753137054487,28,3.683030777826502,8,23
108,14.009831080762233,1513.0617567223212,2,3,18.85009386146882,18,4.702167723899084,2,21
114,16.293689723862506,1857.4806285203256,2,2,18.67240965381343,47,2.13143335075265,0,14
28,13.019715037432269,364.55202104810354,0,1,15.989588780484574,45,3.1298028679116165,2,20
57,11.745832501466142,669.51245258357,2,1,25.36524087772537,34,3.9376756752491895,6,2
88,7.165750170423751,630.58601499729,2,1,19.151367485268395,32,2.461561453244656,0,6
81,8.990094100304754,728.197622124685,1,3,13.600470368055626,35,4.261063659506989,2,4
2,15.19284776170092,30.385695523401843,2,1,32.64324075761182,0,1.041201911767239,0,11
95,18.50715068114152,1758.1793147084445,1,3,2.959847382877582,4,1.563460119322051,6,6
11,10.721313558048688,117.93444913853556,2,0,24.75850619070459,24,3.0605190172610284,5,17
31,8.136184290732917,252.2217130127204,0,0,33.22218087678637,47,1.5526363108256187,8,18
116,5.819151229055739,675.0215425704657,1,1,21.403639178327747,22,2.0344594082951217,7,15
60,11.532829909744173,691.9697945846503,1,2,35.47133179495114,29,4.074412873160964,1,1
59,9.49039259440266,559.9331630697569,0,1,29.953167372954447,44,3.906244160716243,6,7
52,16.062606618009717,835.2555441365053,1,3,5.365306291169447,31,1.25206676276775,8,1
73,15.86247325071952,1157.960547302525,1,0,18.139894368758853,40,4.47610499742515,4,7
71,9.062516143080249,643.4386461586977,2,0,11.22143103201233,21,2.2318207735474327,0,13
7,17.230982849824116,120.6168799487688,2,1,26.811805293731872,4,4.893011751131783,6,11
85,9.31707493793384,791.9513697243765,2,0,8.25366263465375,46,4.328977206155724,3,14
17,15.633203027821144,265.7644514729594,0,2,35.374361523744675,27,4.584981154311643,4,5
110,8.548699375262533,940.3569312788786,0,0,32.44853776221718,20,4.661432232820383,6,8
43,12.641979797400744,543.605131288232,1,2,31.247040508548313,46,3.2940878291617124,1,18
98,9.725032562651776,953.053191139874,0,2,20.184261904842057,49,4.230670037665973,4,13
97,17.933741193287055,1739.5728957488443,2,0,39.067958791792165,28,1.6410535916303153,7,12
18,12.606387370369918,226.9149726666585,2,0,37.149893958034575,37,3.40585118252559,0,1
57,15.693209361714477,894.5129336177251,1,2,16.374127244681432,14,1.2659699860066105,6,11
45,16.314089210063578,734.134014452861,1,2,35.46090369605039,14,4.316304919312916,7,14
68,6.842626921903644,465.2986306894478,2,0,2.5736424275936605,22,1.944458988462316,5,9
15,11.542208242105747,173.13312363158622,1,2,24.35845239087439,35,3.468311612951753,2,20
40,10.05749787637505,402.299915055002,1,0,35.42540079794881,13,2.5668634025451333,5,16
38,11.48802241438928,436.54485174679263,2,1,18.279045679525353,2,1.6727398687977733,3,9
103,7.12401162620509,733.7731974991243,1,3,10.550119241155956,18,4.514755342326174,1,13
79,10.173451575923522,803.7026744979582,0,2,11.907162843201537,33,4.997870391622482,8,19
104,14.161627043765396,1472.8092125516011,0,3,16.842068936100056,17,4.820147401157733,6,18
66,13.729893353552251,906.1729613344486,0,0,2.473395038018259,8,4.244349326218179,7,16
60,15.354731491304806,921.2838894782884,1,1,6.355772476017646,25,4.727379971231942,6,4
54,18.374138394196216,992.2034732865956,0,3,34.43487222309397,31,3.2050477301073936,5,19
39,14.217055735571376,554.4651736872837,2,3,15.596748968007208,34,1.9788661362864437,4,23
8,9.414248553321787,75.3139884265743,0,1,28.86595189232585,13,1.5526433570282032,7,21
20,11.501014338576674,230.02028677153348,2,1,13.70685373298493,15,2.8195004072950973,6,4
114,14.514133818601648,1654.6112553205878,0,3,1.3647336936505363,31,1.4433792808768713,5,10
23,19.525576548539657,449.0882606164122,0,3,11.266756665635736,3,4.637776655575788,4,6
76,9.934771772291594,755.0426546941611,1,2,7.736110394928219,42,4.930602452788925,6,6
45,16.939802302885127,762.2911036298307,1,2,1.0137074153017438,30,4.992738023025893,5,15
89,7.574549367395361,674.1348936981872,1,0,26.623164940985525,28,3.461478462209998,2,0
46,15.152758099893129,697.0268725950839,0,0,10.981880572309215,17,4.933663962285224,4,18
90,11.20482746837353,1008.4344721536175,2,2,21.514407302970564,7,1.1515918242540852,4,5
60,9.9252332933889,595.513997603334,2,1,37.59908733887493,33,4.951148042730348,9,23
6,10.864037758818183,65.18422655290911,2,1,32.34151713420633,34,2.7772040497001655,8,10
41,16.379294431202755,671.5510716793129,2,0,10.614138163755914,29,2.2339494854881052,8,5
104,19.229836115156832,1999.9029559763103,2,1,5.899994277356167,3,1.0840285359460895,8,24
34,10.296639273399096,350.0857352955693,0,1,7.7320260800823135,20,2.5985935055295126,9,1
56,7.993395870860519,447.6301687681891,0,1,35.86672537141562,36,2.481451631579099,1,17
89,15.421631414582242,1372.5251958978197,0,1,12.797893394958631,46,3.429652086777314,5,0
106,18.158238143465383,1924.773243207331,1,1,38.873318281276376,7,4.154705728124385,9,8
8,11.775219670646472,94.20175736517176,0,3,2.4389496901802805,19,1.5079128204215175,2,8
112,7.543826765822524,844.9085977721227,2,2,34.579204109802674,47,4.335437402208039,7,9
69,7.463006607740052,514.9474559340636,0,0,36.995532496599346,38,4.637118966010576,6,13
41,12.29696298617473,504.1754824331639,2,0,16.68354575971395,46,3.274795079304165,5,14
75,6.05720308332364,454.290231249273,0,3,17.200049365029763,42,4.786674335449389,0,12
45,8.24387227083616,370.9742521876272,2,0,11.906265208888453,18,3.6067450188735535,2,8
45,14.378384954277116,647.0273229424702,1,3,2.4308432869009744,24,1.979244772333741,9,21
41,13.963053828884444,572.4852069842622,0,2,33.97470698105843,20,3.5194617907283714,9,16
68,15.75627011432747,1071.426367774268,2,1,28.58865651016933,2,2.2938508581173287,1,7
118,13.566521900969052,1600.8495843143482,2,2,36.67604267398728,8,2.824690051558144,6,3
67,6.201782206485445,415.5194078345248,0,1,2.153780530959763,26,4.715820367773207,8,0
51,18.321791858961127,934.4113848070176,0,0,11.921862296934336,0,3.980301681642297,4,7
2,12.6185438938984,25.237087787796803,2,3,25.280523729562272,19,2.1201302614774726,7,8
64,10.281695459089583,658.0285093817333,0,1,33.181961014534664,21,3.172175812146412,7,21
31,19.249985432864833,596.7495484188098,1,0,1.891166761899445,15,3.668964145071751,3,11
23,10.202245996108012,234.65165791048423,1,1,18.9075997464778,15,4.77658736500311,7,17
93,14.254873088100291,1325.7031971933272,2,3,10.22241967442531,14,4.072476049442056,5,20
13,18.22291083885588,236.8978409051265,0,0,8.451573511498944,11,1.8568704387332111,0,1
20,11.845189685253317,236.9037937050663,1,1,19.34912982926338,40,2.414309702553337,8,3
1,17.917249324060784,17.917249324060784,0,1,22.208413287411503,43,1.578445163876398,8,4
26,15.725887648606658,408.8730788637731,2,1,36.662468397315585,1,2.489212764593132,3,14
22,10.151962344532262,223.34317157970975,0,1,15.574990900187428,36,3.881075456099407,2,23
62,9.490375639153198,588.4032896274983,0,1,1.4587893963431802,30,1.7551685433629882,3,14
87,9.266009814897927,806.1428538961198,1,0,4.74447442398911,44,2.469489214267347,2,11
47,12.392333070488409,582.4396543129552,2,0,32.077309979326216,7,4.696495250905064,1,17
49,14.610999511546192,715.9389760657634,2,1,3.4144966498440743,5,4.250135770213427,3,8
6,14.68368156286356,88.10208937718136,1,0,3.4747516575060784,5,3.6751863580652504,1,0
79,16.595066858586655,1311.0102818283458,0,2,25.396514891914048,9,1.9883996131680104,7,22
25,6.190098021085576,154.7524505271394,0,2,24.7268460446414,43,1.2039696842301724,3,21
117,12.37564445779545,1447.9504015620678,0,1,34.124954899118954,41,1.4148770363336554,1,21
96,9.69519368783765,930.7385940324144,0,1,22.01209148167699,15,2.531147717847012,1,13
104,17.66280635643001,1836.931861068721,0,3,1.5746490321275872,31,3.4110483111040306,1,2
107,18.643474722947772,1994.8517953554117,0,2,22.6571803397396,32,3.4868025812647594,7,9
70,19.018564283438764,1331.2994998407137,1,2,9.799321623877889,18,1.2883667196454316,9,6
38,18.493465295463025,702.751681227595,2,1,30.761270059048453,6,1.9490216478603457,5,3
27,8.767800634974947,236.73061714432356,1,2,11.504694421137506,8,2.862363251253587,1,3
108,19.072539984065138,2059.834318279035,2,2,5.423048410370414,15,2.2335768575067223,3,8
76,12.516009688335895,951.216736313528,2,0,1.70661893795255,39,1.6391093737317068,4,23
42,12.928776802069043,543.0086256868999,1,3,37.8372864925616,44,3.978918031545994,3,4
70,10.134165836422028,709.391608549542,2,1,11.896180099570282,6,1.5804641422134624,0,3
76,5.029558141564186,382.2464187588781,1,1,16.175035855320182,28,1.141543452839735,8,20
41,7.194741384588684,294.98439676813604,1,0,30.535545396557342,29,4.409884512775795,6,18
78,16.083528242821615,1254.515202940086,1,2,33.137505853433346,49,1.3905951134002383,0,22
57,10.826562961489303,617.1140888048903,1,2,35.0242479754221,18,2.8649254312233228,9,9
76,13.591316166358398,1032.9400286432383,0,2,10.26646487599445,29,1.036755401516472,1,2
38,17.77170363750642,675.3247382252439,1,3,18.246454656349773,15,4.650622527070588,1,9
74,14.67770872058167,1086.1504453230436,1,3,8.201754120627708,45,1.9327820155432136,4,20
94,13.145092960880564,1235.638738322773,1,3,31.672184068651926,17,3.8935544126771777,4,0
77,15.2822891654958,1176.7362657431763,2,0,30.28297539825974,25,4.884926925101087,7,0
87,13.782273622444649,1199.0578051526843,0,2,21.32628538318172,5,2.225233910772027,9,19
19,18.996710073989085,360.9374914057926,0,3,15.87849240141053,5,3.4763624015298387,3,14
30,19.433673334502274,583.0102000350682,1,2,10.239587160143232,38,4.539427837681663,7,1
66,11.669383866564306,770.1793351932442,0,0,29.53888995181319,38,3.612248430048114,4,5
29,11.316742887648482,328.185543741806,1,2,7.667208388460809,41,1.4448550412693613,2,16
13,11.097681663985831,144.2698616318158,0,3,4.461535377392622,23,3.557678416330988,4,17
89,16.4039993543603,1459.955942538067,0,2,27.24354149838481,43,2.008257251787789,1,21
99,19.09263968274237,1890.1713285914943,0,2,13.803589398907398,18,3.752237071622055,5,7
58,11.163346196699193,647.474079408553,1,2,36.696453328221715,13,4.020342079893961,5,4
40,19.173327228322137,766.9330891328855,1,0,37.773886983635464,27,3.0517689617363772,0,5
50,14.249607828410491,712.4803914205247,1,0,36.24213372510999,7,1.2274833346147425,7,23
82,13.76667150668474,1128.8670635481485,0,2,5.912539893152665,30,2.790732333711613,6,11
54,11.22250796042518,606.0154298629596,1,0,6.348636123683958,16,1.8191755537840797,4,20
119,9.88367976528188,1176.1578920685436,2,0,24.729843368893498,34,2.4147926018942605,2,15
105,17.709534944213686,1859.501169142437,1,1,28.32490595202334,9,3.651876732196403,6,12
9,9.012818723623273,81.11536851260945,1,2,21.19870037153772,15,4.765260649015147,8,6
117,14.96488527927008,1750.8915776745994,1,2,3.5099175505523803,16,4.72084500227054,7,24
95,14.227207452382832,1351.584707976369,2,0,16.432054553558107,12,4.769900986033042,4,17
32,14.304513180043667,457.74442176139735,1,1,27.330224586617568,37,1.9783153698400389,8,21
61,14.66938353993858,894.8323959362534,1,2,30.334338489043223,36,2.309463989107695,6,19
35,13.010617264993469,455.37160427477136,2,1,26.451360172454283,18,2.615977606492126,1,5
104,9.67776075805859,1006.4871188380932,1,3,13.924735511977358,48,2.495068353658561,8,19
5,11.958281111463013,59.79140555731506,1,3,24.472651745032373,11,1.510355908803076,8,9
85,17.715849823224126,1505.8472349740507,1,1,8.984035479631018,28,2.983830651637524,9,13
97,19.76894107214561,1917.587283998124,0,0,14.391489152776506,21,1.2767146758194734,4,0
115,18.38221392745422,2113.9546016572353,0,3,7.266761099250118,31,3.746677894394003,1,5
4,16.07982563609771,64.31930254439084,2,3,34.80887668838221,29,2.9466164970263664,4,19
16,5.287169527467935,84.59471243948695,1,3,12.733138068273709,23,4.666007865455395,7,19
25,5.337955826499844,133.44889566249608,2,3,37.2533797738997,9,1.4712988142167505,8,10
61,14.646904167094114,893.461154192741,0,3,34.46830736188846,39,4.631947039329262,8,2
96,10.764257204916536,1033.3686916719876,1,2,22.28998241411888,26,1.3578248907181107,5,23
9,15.090807839485294,135.81727055536766,1,3,29.809826333683365,6,4.221070434679449,2,11
100,6.7486818148456935,674.8681814845694,0,2,26.135943692316044,48,1.1655107751321503,3,2
77,11.387375160908553,876.8278873899584,0,3,14.85754498705187,39,1.2645067860965766,8,10
118,17.75791605240086,2095.434094183301,1,1,21.7056858259936,42,2.757151485172974,5,0
105,10.3859817716323,1090.5280860213911,0,2,12.705155713762952,31,1.823234535196578,1,8
68,13.314831566508378,905.4085465225696,1,1,27.71577502539725,39,4.231499689978707,7,3
61,7.575289841538207,462.09268033383063,2,1,12.541483602714685,36,2.4583686341967166,4,9
15,12.04186460319089,180.62796904786333,1,0,37.324648211578115,12,3.680876690517562,9,11
110,12.30929957575648,1354.0229533332129,1,2,31.34553918360296,25,1.0016260698026525,0,16
84,15.99137209424133,1343.2752559162716,1,1,37.2952680682574,14,4.204622802035557,4,23
74,18.27540625244874,1352.3800626812067,0,3,10.98381741124158,24,2.4061366880215553,2,4
47,12.976200663968331,609.8814312065116,0,3,33.59592318066521,31,1.1828796005436697,2,20
6,16.777004498959506,100.66202699375704,1,0,32.90467244708692,42,3.419119189494915,3,1
114,10.388898170356772,1184.334391420672,0,0,2.1718409670325407,15,2.3482645151150745,1,9
95,15.137513047593211,1438.063739521355,2,3,37.60868620848619,24,4.737509126100923,6,23
106,18.065153568599655,1914.9062782715637,1,0,25.471591125631942,14,1.728646337780917,8,2
48,15.7840095852217,757.6324600906416,0,2,2.110459870980039,36,1.723276009563993,8,20
18,16.645383430746364,299.61690175343455,0,2,8.421266909527573,43,2.319922873711509,6,13
80,10.697708794994536,855.8167035995627,2,3,1.8095924642242671,19,2.451543282101623,4,9
105,19.485270676475377,2045.9534210299144,2,1,8.069041525829759,9,1.8151777772752384,1,14
93,8.487213974499982,789.3108996284983,2,1,28.09301309680479,47,2.1204393932235424,6,24
88,5.129008657104606,451.35276182520533,0,2,18.65544119141085,45,2.4929802037350255,2,11
64,16.124414270614352,1031.9625133193183,1,3,9.047677665594565,14,4.947754281450747,7,10
41,6.357304039781067,260.64946563102376,2,2,31.753320766531264,48,1.585468076729398,3,7
58,9.732006746708866,564.4563913091142,0,0,30.360763889123778,48,2.2931197145404996,2,19
73,16.264966845934502,1187.3425797532186,1,2,25.526598466626464,0,4.457211840551537,6,10
51,17.880030634963706,911.881562383149,0,2,1.2529088807200754,46,1.2735180901369176,7,7
31,13.474754731699385,417.7173966826809,1,3,18.0383655521141,47,3.768861182771347,0,18
93,9.709847503593382,903.0158178341844,1,1,27.20916212011637,6,3.798613726101373,1,16
23,7.491588836203952,172.3065432326909,2,3,18.657509082509858,23,3.196774311662495,0,15
6,13.329357817703158,79.97614690621896,0,3,24.28677068205944,13,4.372455430994579,4,22
89,13.344530216994675,1187.6631893125264,2,1,22.42205351266018,18,4.3798496823930035,8,4
62,12.662770180912066,785.0917512165481,0,1,39.85564892479763,3,1.7195973160416431,7,22
73,19.13307660396938,1396.714592089765,1,3,39.55523511504864,27,2.4779409795398433,7,21
6,11.41548933211226,68.49293599267355,0,1,13.470518444954232,48,4.796517719992048,3,20
103,9.853897567361065,1014.9514494381896,1,3,33.85257230783347,9,3.058430443446804,4,13
89,11.236694596708896,1000.065819107092,1,0,20.54250050622837,40,4.184579000906455,1,3
17,13.235503109917683,225.00355286860065,1,0,21.49275741606042,38,2.610366318326779,1,10
79,6.391903431664769,504.9603711015167,2,2,37.909647810272794,11,3.436943740981921,9,23
33,5.2671283367401065,173.81523511242352,2,1,15.016182612452198,27,4.254585581321471,0,3
12,16.57697570484863,198.9237084581835,2,2,35.49118330640089,45,1.4582993334056442,1,2
4,7.701740026649489,30.806960106597955,2,1,11.48840382711044,0,3.928961544470275,5,22
52,8.001566209637865,416.081442901169,1,2,2.242253295488794,0,3.5856603264515625,5,17
30,14.943357009046478,448.30071027139434,0,1,4.1357261824593,37,1.5475750673457296,3,11
116,12.809174034957262,1485.8641880550424,1,1,2.251809422598688,33,4.812066079593263,2,16
67,15.13200264457618,1013.844177186604,2,2,23.54746790955459,22,3.473309872457625,0,3
57,16.637496352428233,948.3372920884092,0,1,29.55617228722424,3,1.2598115899020117,3,22
57,19.916920465802853,1135.2644665507626,2,0,2.0438172092059257,42,2.6566945418115013,3,7
38,16.47111948968165,625.9025406079028,2,0,22.334719753672484,40,2.2349296605245335,1,6
12,16.263300320691968,195.1596038483036,2,0,24.92028958510448,23,1.135466536162265,9,9
70,14.40456328528152,1008.3194299697064,0,1,35.18292018646199,24,2.8301565927505448,5,16
27,14.173730497390656,382.69072342954775,2,1,15.394653323385503,29,3.165438397849633,0,1
38,6.860432067285578,260.696418556852,2,0,33.44965959366076,33,1.864756989301254,3,11
113,15.66349362578668,1769.9747797138948,2,3,16.19972423677484,48,1.0995952354453515,9,24
107,5.408708438622734,578.7318029326326,2,1,20.30383290110837,13,4.904772032624605,4,4
27,8.51605437195607,229.9334680428139,1,3,34.99443612159771,38,3.8799554132957135,0,13
65,15.219460358149576,989.2649232797224,0,0,12.278626207591476,7,2.846557055397733,6,8
70,11.771328801055311,823.9930160738718,1,0,21.351469762598715,6,2.5527397533006733,6,15
68,19.88423258471354,1352.127815760521,1,1,1.5924319357170489,7,1.383682130849793,1,12
15,12.247640800251649,183.71461200377473,0,1,22.26087516203813,47,3.8149318711415767,5,12
110,15.14702478991956,1666.1727268911518,0,0,17.541977189522267,5,3.866921468793378,9,18
93,5.141004748672986,478.11344162658776,1,2,16.654859728298177,42,1.4746552245922744,2,18
95,14.741365097568057,1400.4296842689655,1,0,38.4218476613908,0,2.370722476463846,1,21
110,18.29136467410372,2012.050114151409,0,3,19.278482671086483,33,3.1116646900018687,8,15
63,8.452821306058532,532.5277422816874,0,0,30.924837565865747,17,2.6441539197129,0,11
16,13.993347423795374,223.893558780726,2,3,18.189858676229775,3,4.882500554831442,3,15
5,14.41650480660786,72.08252403303929,1,3,12.202929454329231,8,4.992245599639111,1,14
65,14.876628728740714,966.9808673681464,1,1,16.14442075556417,12,4.585822429099958,0,7
100,12.518073856436658,1251.8073856436658,1,1,21.824284905266214,41,2.508019386389415,5,7
88,18.56212206570049,1633.466741781643,2,0,3.880333974448479,11,2.2941301417319977,6,10
99,16.502286749475683,1633.7263881980923,1,0,1.3221829350804544,41,3.9769484286129098,9,18
47,11.641234239895894,547.138009275107,2,3,37.33965216092694,34,2.386393929261218,7,19
43,9.088182709186183,390.7918564950059,0,0,35.35836704614842,19,2.125125874070222,9,11
82,16.965430265837853,1391.165281798704,2,3,37.49317831020821,46,4.741679614048097,9,16
47,11.008212357007178,517.3859807793374,0,3,1.2866876076430032,35,1.1136261960202385,1,0
